SampleID	Stage	Reads
IM-24-089-MLNV_S415	Amplicons	260407
IM-24-089-MLNV_S415	OutputDada2	240852
IM-24-089-MLNV_S415	OutputPostprocessing	239343
IM-24-089-MMGU_S426	Input	361178
IM-24-089-MMGU_S426	No Dimers	359886
IM-24-089-MMGU_S426	Amplicons	335630
IM-24-089-MMGU_S426	OutputDada2	310026
IM-24-089-MMGU_S426	OutputPostprocessing	308001
IM-24-089-MXYM_S514	Input	243578
IM-24-089-MXYM_S514	No Dimers	241836
IM-24-089-MXYM_S514	Amplicons	224678
IM-24-089-MXYM_S514	OutputDada2	207756
IM-24-089-MXYM_S514	OutputPostprocessing	205210
IM-24-089-NBPM_S502	Input	173421
IM-24-089-NBPM_S502	No Dimers	171902
IM-24-089-NBPM_S502	Amplicons	159959
IM-24-089-NBPM_S502	OutputDada2	145461
IM-24-089-NBPM_S502	OutputPostprocessing	144456
IM-24-089-PQRC_S435	Input	437650
IM-24-089-PQRC_S435	No Dimers	436310
IM-24-089-PQRC_S435	Amplicons	407001
IM-24-089-PQRC_S435	OutputDada2	376459
IM-24-089-PQRC_S435	OutputPostprocessing	373758
IM-24-089-QLJG_S511	Input	170601
IM-24-089-QLJG_S511	No Dimers	168279
IM-24-089-QLJG_S511	Amplicons	156802
IM-24-089-QLJG_S511	OutputDada2	145204
IM-24-089-QLJG_S511	OutputPostprocessing	144100
IM-24-089-QSQC_S407	Input	250887
IM-24-089-QSQC_S407	No Dimers	249316
IM-24-089-QSQC_S407	Amplicons	231271
IM-24-089-QSQC_S407	OutputDada2	213014
IM-24-089-QSQC_S407	OutputPostprocessing	211277
IM-24-089-QVHR_S421	Input	362064
IM-24-089-QVHR_S421	No Dimers	360559
IM-24-089-QVHR_S421	Amplicons	336440
IM-24-089-QVHR_S421	OutputDada2	309760
IM-24-089-QVHR_S421	OutputPostprocessing	307677
IM-24-089-RSGQ_S489	Input	162840
IM-24-089-RSGQ_S489	No Dimers	161898
IM-24-089-RSGQ_S489	Amplicons	150800
IM-24-089-RSGQ_S489	OutputDada2	139379
IM-24-089-RSGQ_S489	OutputPostprocessing	137961
IM-24-089-RUTF_S482	Input	227622
IM-24-089-RUTF_S482	No Dimers	226242
IM-24-089-RUTF_S482	Amplicons	210208
IM-24-089-RUTF_S482	OutputDada2	193776
IM-24-089-RUTF_S482	OutputPostprocessing	191775
IM-24-089-SXSH_S499	Input	149105
IM-24-089-SXSH_S499	No Dimers	147081
IM-24-089-SXSH_S499	Amplicons	136859
IM-24-089-SXSH_S499	OutputDada2	126230
IM-24-089-SXSH_S499	OutputPostprocessing	124942
IM-24-089-TPZP_S504	Input	400947
IM-24-089-TPZP_S504	No Dimers	394400
IM-24-089-TPZP_S504	Amplicons	365596
IM-24-089-TPZP_S504	OutputDada2	337808
IM-24-089-TPZP_S504	OutputPostprocessing	334778
IM-24-089-TXDP_S481	Input	415352
IM-24-089-TXDP_S481	No Dimers	413461
IM-24-089-TXDP_S481	Amplicons	384537
IM-24-089-TXDP_S481	OutputDada2	355425
IM-24-089-TXDP_S481	OutputPostprocessing	353818
IM-24-089-TYDM_S487	Input	205518
IM-24-089-TYDM_S487	No Dimers	205066
IM-24-089-TYDM_S487	Amplicons	190332
IM-24-089-TYDM_S487	OutputDada2	176190
IM-24-089-TYDM_S487	OutputPostprocessing	174285
IM-24-089-WPKD_S423	Input	333324
IM-24-089-WPKD_S423	No Dimers	330853
IM-24-089-WPKD_S423	Amplicons	308557
IM-24-089-WPKD_S423	OutputDada2	284564
IM-24-089-WPKD_S423	OutputPostprocessing	282684
IM-24-089-WRWS_S490	Input	202283
IM-24-089-WRWS_S490	No Dimers	200900
IM-24-089-WRWS_S490	Amplicons	186048
IM-24-089-WRWS_S490	OutputDada2	172002
IM-24-089-WRWS_S490	OutputPostprocessing	170585
IM-24-089-XGSX_S486	Input	230330
IM-24-089-XGSX_S486	No Dimers	229965
IM-24-089-XGSX_S486	Amplicons	213040
IM-24-089-XGSX_S486	OutputDada2	196734
IM-24-089-XGSX_S486	OutputPostprocessing	194597
IM-24-089-XSBY_S493	Input	99807
IM-24-089-XSBY_S493	No Dimers	99467
IM-24-089-XSBY_S493	Amplicons	92873
IM-24-089-XSBY_S493	OutputDada2	85736
IM-24-089-XSBY_S493	OutputPostprocessing	84885
IM-24-090-ABGY_S558	Input	262951
IM-24-090-ABGY_S558	No Dimers	262120
IM-24-090-ABGY_S558	Amplicons	244241
IM-24-090-ABGY_S558	OutputDada2	222374
IM-24-090-ABGY_S558	OutputPostprocessing	221515
IM-24-090-APAD_S550	Input	229957
IM-24-090-APAD_S550	No Dimers	228590
IM-24-090-APAD_S550	Amplicons	213605
IM-24-090-APAD_S550	OutputDada2	198088
IM-24-090-APAD_S550	OutputPostprocessing	196734
IM-24-090-BHRH_S527	Input	229342
IM-24-090-BHRH_S527	No Dimers	227514
IM-24-090-BHRH_S527	Amplicons	212681
IM-24-090-BHRH_S527	OutputDada2	196830
IM-24-090-BHRH_S527	OutputPostprocessing	195753
IM-24-090-CCQV_S546	Input	270294
IM-24-090-CCQV_S546	No Dimers	268257
IM-24-090-CCQV_S546	Amplicons	250683
IM-24-090-CCQV_S546	OutputDada2	231592
IM-24-090-CCQV_S546	OutputPostprocessing	230357
IM-24-090-CRCR_S479	Input	144145
IM-24-090-CRCR_S479	No Dimers	141700
IM-24-090-CRCR_S479	Amplicons	132877
IM-24-090-CRCR_S479	OutputDada2	123067
IM-24-090-CRCR_S479	OutputPostprocessing	122319
IM-24-090-DNDQ_S536	Input	357613
IM-24-090-DNDQ_S536	No Dimers	355181
IM-24-090-DNDQ_S536	Amplicons	331457
IM-24-090-DNDQ_S536	OutputDada2	306386
IM-24-090-DNDQ_S536	OutputPostprocessing	304492
IM-24-090-DPAL_S535	Input	396607
IM-24-090-DPAL_S535	No Dimers	393891
IM-24-090-DPAL_S535	Amplicons	367144
IM-24-090-DPAL_S535	OutputDada2	339701
IM-24-090-DPAL_S535	OutputPostprocessing	338861
IM-24-090-FDSW_S572	Input	208989
IM-24-090-FDSW_S572	No Dimers	208512
IM-24-090-FDSW_S572	Amplicons	194529
IM-24-090-FDSW_S572	OutputDada2	180285
IM-24-090-FDSW_S572	OutputPostprocessing	179289
IM-24-090-FFLF_S568	Input	409365
IM-24-090-FFLF_S568	No Dimers	408292
IM-24-090-FFLF_S568	Amplicons	380146
IM-24-090-FFLF_S568	OutputDada2	351820
IM-24-090-FFLF_S568	OutputPostprocessing	350687
IM-24-090-FQJF_S480	Input	139086
IM-24-090-FQJF_S480	No Dimers	136688
IM-24-090-FQJF_S480	Amplicons	128276
IM-24-090-FQJF_S480	OutputDada2	118799
IM-24-090-FQJF_S480	OutputPostprocessing	118194
IM-24-090-FTVY_S469	Input	381797
IM-24-090-FTVY_S469	No Dimers	379741
IM-24-090-FTVY_S469	Amplicons	355071
IM-24-090-FTVY_S469	OutputDada2	328127
IM-24-090-FTVY_S469	OutputPostprocessing	327068
IM-24-090-FVJS_S465	Input	314796
IM-24-090-FVJS_S465	No Dimers	313458
IM-24-090-FVJS_S465	Amplicons	293826
IM-24-090-FVJS_S465	OutputDada2	271951
IM-24-090-FVJS_S465	OutputPostprocessing	271187
IM-24-090-GJBF_S525	Input	106844
IM-24-090-GJBF_S525	No Dimers	105498
IM-24-090-GJBF_S525	Amplicons	98816
IM-24-090-GJBF_S525	OutputDada2	91441
IM-24-090-GJBF_S525	OutputPostprocessing	91034
IM-24-090-GLPD_S524	Input	164629
IM-24-090-GLPD_S524	No Dimers	163803
IM-24-090-GLPD_S524	Amplicons	152941
IM-24-090-GLPD_S524	OutputDada2	140963
IM-24-090-GLPD_S524	OutputPostprocessing	140410
IM-24-090-GXLM_S534	Input	176689
IM-24-090-GXLM_S534	No Dimers	175139
IM-24-090-GXLM_S534	Amplicons	163668
IM-24-090-GXLM_S534	OutputDada2	151338
IM-24-090-GXLM_S534	OutputPostprocessing	150701
IM-24-090-HQQF_S523	Input	161766
IM-24-090-HQQF_S523	No Dimers	160538
IM-24-090-HQQF_S523	Amplicons	149949
IM-24-090-HQQF_S523	OutputDada2	138694
IM-24-090-HQQF_S523	OutputPostprocessing	138126
IM-24-090-HRBU_S541	Input	267039
IM-24-090-HRBU_S541	No Dimers	265275
IM-24-090-HRBU_S541	Amplicons	246930
IM-24-090-HRBU_S541	OutputDada2	228526
IM-24-090-HRBU_S541	OutputPostprocessing	227389
IM-24-090-JNYV_S548	Input	173712
IM-24-090-JNYV_S548	No Dimers	172382
IM-24-090-JNYV_S548	Amplicons	161442
IM-24-090-JNYV_S548	OutputDada2	148842
IM-24-090-JNYV_S548	OutputPostprocessing	148039
IM-24-090-JQKX_S573	Input	248142
IM-24-090-JQKX_S573	No Dimers	247270
IM-24-090-JQKX_S573	Amplicons	231316
IM-24-090-JQKX_S573	OutputDada2	214059
IM-24-090-JQKX_S573	OutputPostprocessing	209167
IM-24-090-KCHW_S571	Input	277516
IM-24-090-KCHW_S571	No Dimers	275600
IM-24-090-KCHW_S571	Amplicons	257230
IM-24-090-KCHW_S571	OutputDada2	238065
IM-24-090-KCHW_S571	OutputPostprocessing	236843
IM-24-090-KDJJ_S547	Input	457228
IM-24-090-KDJJ_S547	No Dimers	454363
IM-24-090-KDJJ_S547	Amplicons	421822
IM-24-090-KDJJ_S547	OutputDada2	390260
IM-24-090-KDJJ_S547	OutputPostprocessing	388458
IM-24-090-KHYU_S477	Input	179819
IM-24-090-KHYU_S477	No Dimers	178212
IM-24-090-KHYU_S477	Amplicons	167436
IM-24-090-KHYU_S477	OutputDada2	154973
IM-24-090-KHYU_S477	OutputPostprocessing	154603
IM-24-090-KSLT_S555	Input	204401
IM-24-090-KSLT_S555	No Dimers	203516
IM-24-090-KSLT_S555	Amplicons	189553
IM-24-090-KSLT_S555	OutputDada2	175029
IM-24-090-KSLT_S555	OutputPostprocessing	173899
IM-24-090-LMLU_S566	Input	214371
IM-24-090-LMLU_S566	No Dimers	213215
IM-24-090-LMLU_S566	Amplicons	199091
IM-24-090-LMLU_S566	OutputDada2	183983
IM-24-090-LMLU_S566	OutputPostprocessing	183359
IM-24-090-LPGF_S531	Input	211595
IM-24-090-LPGF_S531	No Dimers	207185
IM-24-090-LPGF_S531	Amplicons	193498
IM-24-090-LPGF_S531	OutputDada2	178873
IM-24-090-LPGF_S531	OutputPostprocessing	176552
IM-24-090-LZYU_S554	Input	215156
IM-24-090-LZYU_S554	No Dimers	214047
IM-24-090-LZYU_S554	Amplicons	200501
IM-24-090-LZYU_S554	OutputDada2	185052
IM-24-090-LZYU_S554	OutputPostprocessing	184159
IM-24-090-MFZG_S544	Input	396899
IM-24-090-MFZG_S544	No Dimers	393907
IM-24-090-MFZG_S544	Amplicons	367342
IM-24-090-MFZG_S544	OutputDada2	339644
IM-24-090-MFZG_S544	OutputPostprocessing	337179
IM-24-090-MLZM_S552	Input	445085
IM-24-090-MLZM_S552	No Dimers	443759
IM-24-090-MLZM_S552	Amplicons	411161
IM-24-090-MLZM_S552	OutputDada2	380523
IM-24-090-MLZM_S552	OutputPostprocessing	378843
IM-24-090-MVCM_S530	Input	280525
IM-24-090-MVCM_S530	No Dimers	277021
IM-24-090-MVCM_S530	Amplicons	258005
IM-24-090-MVCM_S530	OutputDada2	238501
IM-24-090-MVCM_S530	OutputPostprocessing	237038
IM-24-090-NPYN_S570	Input	266842
IM-24-090-NPYN_S570	No Dimers	265252
IM-24-090-NPYN_S570	Amplicons	247284
IM-24-090-NPYN_S570	OutputDada2	228522
IM-24-090-NPYN_S570	OutputPostprocessing	227596
IM-24-090-NSGY_S574	Input	291944
IM-24-090-NSGY_S574	No Dimers	291104
IM-24-090-NSGY_S574	Amplicons	271626
IM-24-090-NSGY_S574	OutputDada2	251040
IM-24-090-NSGY_S574	OutputPostprocessing	249983
IM-24-090-NTZC_S576	Input	314370
IM-24-090-NTZC_S576	No Dimers	313226
IM-24-090-NTZC_S576	Amplicons	292105
IM-24-090-NTZC_S576	OutputDada2	270085
IM-24-090-NTZC_S576	OutputPostprocessing	267806
IM-24-090-PJWL_S561	Input	273346
IM-24-090-PJWL_S561	No Dimers	272021
IM-24-090-PJWL_S561	Amplicons	254796
IM-24-090-PJWL_S561	OutputDada2	235636
IM-24-090-PJWL_S561	OutputPostprocessing	233771
IM-24-090-PXQK_S521	Input	268905
IM-24-090-PXQK_S521	No Dimers	267157
IM-24-090-PXQK_S521	Amplicons	250337
IM-24-090-PXQK_S521	OutputDada2	232044
IM-24-090-PXQK_S521	OutputPostprocessing	230131
IM-24-090-QDYD_S575	Input	239316
IM-24-090-QDYD_S575	No Dimers	238520
IM-24-090-QDYD_S575	Amplicons	222887
IM-24-090-QDYD_S575	OutputDada2	206682
IM-24-090-QDYD_S575	OutputPostprocessing	205430
IM-24-090-QFXY_S474	Input	304342
IM-24-090-QFXY_S474	No Dimers	301508
IM-24-090-QFXY_S474	Amplicons	282370
IM-24-090-QFXY_S474	OutputDada2	261279
IM-24-090-QFXY_S474	OutputPostprocessing	259819
IM-24-090-SBWD_S560	Input	198536
IM-24-090-SBWD_S560	No Dimers	196727
IM-24-090-SBWD_S560	Amplicons	184320
IM-24-090-SBWD_S560	OutputDada2	170518
IM-24-090-SBWD_S560	OutputPostprocessing	169799
IM-24-090-SGSH_S529	Input	174827
IM-24-090-SGSH_S529	No Dimers	172861
IM-24-090-SGSH_S529	Amplicons	160708
IM-24-090-SGSH_S529	OutputDada2	148287
IM-24-090-SGSH_S529	OutputPostprocessing	147172
IM-24-090-SMCD_S542	Input	269423
IM-24-090-SMCD_S542	No Dimers	265935
IM-24-090-SMCD_S542	Amplicons	248914
IM-24-090-SMCD_S542	OutputDada2	230408
IM-24-090-SMCD_S542	OutputPostprocessing	229532
IM-24-090-SQDY_S516	Input	167582
IM-24-090-SQDY_S516	No Dimers	165920
IM-24-090-SQDY_S516	Amplicons	154923
IM-24-090-SQDY_S516	OutputDada2	143645
IM-24-090-SQDY_S516	OutputPostprocessing	143206
IM-24-090-SRRB_S553	Input	290340
IM-24-090-SRRB_S553	No Dimers	288336
IM-24-090-SRRB_S553	Amplicons	269915
IM-24-090-SRRB_S553	OutputDada2	249178
IM-24-090-SRRB_S553	OutputPostprocessing	247779
IM-24-090-SRSC_S543	Input	180524
IM-24-090-SRSC_S543	No Dimers	179644
IM-24-090-SRSC_S543	Amplicons	168665
IM-24-090-SRSC_S543	OutputDada2	156333
IM-24-090-SRSC_S543	OutputPostprocessing	155859
IM-24-090-TCAN_S518	Input	339917
IM-24-090-TCAN_S518	No Dimers	338615
IM-24-090-TCAN_S518	Amplicons	315662
IM-24-090-TCAN_S518	OutputDada2	292065
IM-24-090-TCAN_S518	OutputPostprocessing	291059
IM-24-090-TXRR_S563	Input	233860
IM-24-090-TXRR_S563	No Dimers	232725
IM-24-090-TXRR_S563	Amplicons	217708
IM-24-090-TXRR_S563	OutputDada2	201434
IM-24-090-TXRR_S563	OutputPostprocessing	199890
IM-24-090-TXVB_S537	Input	248433
IM-24-090-TXVB_S537	No Dimers	246387
IM-24-090-TXVB_S537	Amplicons	229935
IM-24-090-TXVB_S537	OutputDada2	212151
IM-24-090-TXVB_S537	OutputPostprocessing	210387
IM-24-090-TYMX_S472	Input	351026
IM-24-090-TYMX_S472	No Dimers	349070
IM-24-090-TYMX_S472	Amplicons	326441
IM-24-090-TYMX_S472	OutputDada2	302458
IM-24-090-TYMX_S472	OutputPostprocessing	301637
IM-24-090-USVU_S549	Input	321938
IM-24-090-USVU_S549	No Dimers	319354
IM-24-090-USVU_S549	Amplicons	298606
IM-24-090-USVU_S549	OutputDada2	276272
IM-24-090-USVU_S549	OutputPostprocessing	273919
IM-24-090-UUQW_S559	Input	164666
IM-24-090-UUQW_S559	No Dimers	163532
IM-24-090-UUQW_S559	Amplicons	153445
IM-24-090-UUQW_S559	OutputDada2	142006
IM-24-090-UUQW_S559	OutputPostprocessing	141767
IM-24-090-UZLX_S520	Input	385942
IM-24-090-UZLX_S520	No Dimers	383337
IM-24-090-UZLX_S520	Amplicons	357927
IM-24-090-UZLX_S520	OutputDada2	330831
IM-24-090-UZLX_S520	OutputPostprocessing	330035
IM-24-090-VAGB_S545	Input	358005
IM-24-090-VAGB_S545	No Dimers	355168
IM-24-090-VAGB_S545	Amplicons	330121
IM-24-090-VAGB_S545	OutputDada2	305383
IM-24-090-VAGB_S545	OutputPostprocessing	303064
IM-24-090-VFRV_S528	Input	325908
IM-24-090-VFRV_S528	No Dimers	323277
IM-24-090-VFRV_S528	Amplicons	302081
IM-24-090-VFRV_S528	OutputDada2	279082
IM-24-090-VFRV_S528	OutputPostprocessing	277505
IM-24-090-VNTK_S470	Input	350267
IM-24-090-VNTK_S470	No Dimers	348503
IM-24-090-VNTK_S470	Amplicons	326246
IM-24-090-VNTK_S470	OutputDada2	301727
IM-24-090-VNTK_S470	OutputPostprocessing	300418
IM-24-090-VZAZ_S567	Input	235943
IM-24-090-VZAZ_S567	No Dimers	235161
IM-24-090-VZAZ_S567	Amplicons	220070
IM-24-090-VZAZ_S567	OutputDada2	203200
IM-24-090-VZAZ_S567	OutputPostprocessing	202446
IM-24-090-VZQK_S517	Input	242163
IM-24-090-VZQK_S517	No Dimers	240305
IM-24-090-VZQK_S517	Amplicons	225049
IM-24-090-VZQK_S517	OutputDada2	208140
IM-24-090-VZQK_S517	OutputPostprocessing	207963
IM-24-090-WJXY_S556	Input	201624
IM-24-090-WJXY_S556	No Dimers	200234
IM-24-090-WJXY_S556	Amplicons	186789
IM-24-090-WJXY_S556	OutputDada2	172349
IM-24-090-WJXY_S556	OutputPostprocessing	171364
IM-24-090-WURB_S526	Input	184983
IM-24-090-WURB_S526	No Dimers	184081
IM-24-090-WURB_S526	Amplicons	173067
IM-24-090-WURB_S526	OutputDada2	160210
IM-24-090-WURB_S526	OutputPostprocessing	159876
IM-24-090-XBAM_S473	Input	247164
IM-24-090-XBAM_S473	No Dimers	245863
IM-24-090-XBAM_S473	Amplicons	230277
IM-24-090-XBAM_S473	OutputDada2	212969
IM-24-090-XBAM_S473	OutputPostprocessing	211901
IM-24-090-XDGX_S478	Input	153872
IM-24-090-XDGX_S478	No Dimers	151943
IM-24-090-XDGX_S478	Amplicons	142491
IM-24-090-XDGX_S478	OutputDada2	131812
IM-24-090-XDGX_S478	OutputPostprocessing	131622
IM-24-090-XFWY_S462	Input	380646
IM-24-090-XFWY_S462	No Dimers	378535
IM-24-090-XFWY_S462	Amplicons	355672
IM-24-090-XFWY_S462	OutputDada2	329391
IM-24-090-XFWY_S462	OutputPostprocessing	328510
IM-24-090-XPUG_S562	Input	301429
IM-24-090-XPUG_S562	No Dimers	299972
IM-24-090-XPUG_S562	Amplicons	279009
IM-24-090-XPUG_S562	OutputDada2	258244
IM-24-090-XPUG_S562	OutputPostprocessing	256405
IM-24-090-XTCQ_S539	Input	274277
IM-24-090-XTCQ_S539	No Dimers	271602
IM-24-090-XTCQ_S539	Amplicons	253087
IM-24-090-XTCQ_S539	OutputDada2	233898
IM-24-090-XTCQ_S539	OutputPostprocessing	232461
IM-24-090-XYNF_S522	Input	233254
IM-24-090-XYNF_S522	No Dimers	230715
IM-24-090-XYNF_S522	Amplicons	215642
IM-24-090-XYNF_S522	OutputDada2	199300
IM-24-090-XYNF_S522	OutputPostprocessing	198075
IM-24-090-YJMM_S475	Input	274808
IM-24-090-YJMM_S475	No Dimers	272864
IM-24-090-YJMM_S475	Amplicons	255752
IM-24-090-YJMM_S475	OutputDada2	236659
IM-24-090-YJMM_S475	OutputPostprocessing	235896
IM-24-090-YSBV_S557	Input	279546
IM-24-090-YSBV_S557	No Dimers	275417
IM-24-090-YSBV_S557	Amplicons	256022
IM-24-090-YSBV_S557	OutputDada2	236232
IM-24-090-YSBV_S557	OutputPostprocessing	235088
IM-24-090-ZCHJ_S569	Input	345230
IM-24-090-ZCHJ_S569	No Dimers	340787
IM-24-090-ZCHJ_S569	Amplicons	318011
IM-24-090-ZCHJ_S569	OutputDada2	294331
IM-24-090-ZCHJ_S569	OutputPostprocessing	293090
IM-24-090-ZDVG_S565	Input	183600
IM-24-090-ZDVG_S565	No Dimers	181929
IM-24-090-ZDVG_S565	Amplicons	170641
IM-24-090-ZDVG_S565	OutputDada2	157614
IM-24-090-ZDVG_S565	OutputPostprocessing	156857
IM-24-090-ZGKQ_S540	Input	205317
IM-24-090-ZGKQ_S540	No Dimers	202769
IM-24-090-ZGKQ_S540	Amplicons	188876
IM-24-090-ZGKQ_S540	OutputDada2	175001
IM-24-090-ZGKQ_S540	OutputPostprocessing	172192
IM-24-090-ZHWU_S519	Input	620115
IM-24-090-ZHWU_S519	No Dimers	617858
IM-24-090-ZHWU_S519	Amplicons	573842
IM-24-090-ZHWU_S519	OutputDada2	530368
IM-24-090-ZHWU_S519	OutputPostprocessing	527996
IM-24-090-ZJNQ_S532	Input	203377
IM-24-090-ZJNQ_S532	No Dimers	201373
IM-24-090-ZJNQ_S532	Amplicons	187523
IM-24-090-ZJNQ_S532	OutputDada2	173521
IM-24-090-ZJNQ_S532	OutputPostprocessing	171717
IM-24-090-ZQGH_S476	Input	277084
IM-24-090-ZQGH_S476	No Dimers	274604
IM-24-090-ZQGH_S476	Amplicons	257692
IM-24-090-ZQGH_S476	OutputDada2	238321
IM-24-090-ZQGH_S476	OutputPostprocessing	237530
M7205Y-2_S578	Input	184602
M7205Y-2_S578	No Dimers	177353
M7205Y-2_S578	Amplicons	165529
M7205Y-2_S578	OutputDada2	153273
M7205Y-2_S578	OutputPostprocessing	152128
M7236L-6_S582	Input	615550
M7236L-6_S582	No Dimers	611614
M7236L-6_S582	Amplicons	570576
M7236L-6_S582	OutputDada2	527826
M7236L-6_S582	OutputPostprocessing	524074
M73I6A-3_S579	Input	390395
M73I6A-3_S579	No Dimers	387677
M73I6A-3_S579	Amplicons	361189
M73I6A-3_S579	OutputDada2	334103
M73I6A-3_S579	OutputPostprocessing	330868
M7419T-8_S584	Input	1328751
M7419T-8_S584	No Dimers	1316844
M7419T-8_S584	Amplicons	1230419
M7419T-8_S584	OutputDada2	1136073
M7419T-8_S584	OutputPostprocessing	1127906
M7420Q-1_S577	Input	131270
M7420Q-1_S577	No Dimers	126786
M7420Q-1_S577	Amplicons	118641
M7420Q-1_S577	OutputDada2	109545
M7420Q-1_S577	OutputPostprocessing	108739
M7431Z-4_S580	Input	589304
M7431Z-4_S580	No Dimers	579239
M7431Z-4_S580	Amplicons	542057
M7431Z-4_S580	OutputDada2	501676
M7431Z-4_S580	OutputPostprocessing	498462
M7471B-7_S583	Input	1137171
M7471B-7_S583	No Dimers	1125802
M7471B-7_S583	Amplicons	1050261
M7471B-7_S583	OutputDada2	970159
M7471B-7_S583	OutputPostprocessing	961379
M7496S-9_S585	Input	812868
M7496S-9_S585	No Dimers	796045
M7496S-9_S585	Amplicons	744277
M7496S-9_S585	OutputDada2	680464
M7496S-9_S585	OutputPostprocessing	677754
M7500L-10_S586	Input	597037
M7500L-10_S586	No Dimers	585533
M7500L-10_S586	Amplicons	547482
M7500L-10_S586	OutputDada2	505952
M7500L-10_S586	OutputPostprocessing	503390
M7510U-11_S588	Input	329080
M7510U-11_S588	No Dimers	320319
M7510U-11_S588	Amplicons	301186
M7510U-11_S588	OutputDada2	278467
M7510U-11_S588	OutputPostprocessing	277054
M7511W-12_S589	Input	293524
M7511W-12_S589	No Dimers	289185
M7511W-12_S589	Amplicons	271902
M7511W-12_S589	OutputDada2	251089
M7511W-12_S589	OutputPostprocessing	249926
M7512L-13_S590	Input	157353
M7512L-13_S590	No Dimers	145898
M7512L-13_S590	Amplicons	136418
M7512L-13_S590	OutputDada2	125144
M7512L-13_S590	OutputPostprocessing	124740
M7513H-14_S591	Input	0
M7513H-14_S591	No Dimers	null
M7513H-14_S591	Amplicons	0
M7513H-14_S591	OutputDada2	0
M7513H-14_S591	OutputPostprocessing	0
M7514X-15_S592	Input	21144
M7514X-15_S592	No Dimers	18998
M7514X-15_S592	Amplicons	17649
M7514X-15_S592	OutputDada2	16365
M7514X-15_S592	OutputPostprocessing	16258
M7515P-16_S593	Input	41741
M7515P-16_S593	No Dimers	33703
M7515P-16_S593	Amplicons	31108
M7515P-16_S593	OutputDada2	28688
M7515P-16_S593	OutputPostprocessing	28499
M7516H-17_S594	Input	80916
M7516H-17_S594	No Dimers	79319
M7516H-17_S594	Amplicons	74353
M7516H-17_S594	OutputDada2	68891
M7516H-17_S594	OutputPostprocessing	68364
M7517U-18_S595	Input	101991
M7517U-18_S595	No Dimers	98446
M7517U-18_S595	Amplicons	92380
M7517U-18_S595	OutputDada2	85518
M7517U-18_S595	OutputPostprocessing	85022
M7518Y-19_S596	Input	158010
M7518Y-19_S596	No Dimers	147400
M7518Y-19_S596	Amplicons	136994
M7518Y-19_S596	OutputDada2	125973
M7518Y-19_S596	OutputPostprocessing	125346
M7519L-20_S598	Input	180387
M7519L-20_S598	No Dimers	133530
M7519L-20_S598	Amplicons	117118
M7519L-20_S598	OutputDada2	108109
M7519L-20_S598	OutputPostprocessing	107071
M7520B-21_S599	Input	740006
M7520B-21_S599	No Dimers	719125
M7520B-21_S599	Amplicons	673273
M7520B-21_S599	OutputDada2	596101
M7520B-21_S599	OutputPostprocessing	594099
M7521P-22_S600	Input	804167
M7521P-22_S600	No Dimers	774104
M7521P-22_S600	Amplicons	719500
M7521P-22_S600	OutputDada2	665557
M7521P-22_S600	OutputPostprocessing	664415
M7522F-23_S601	Input	906875
M7522F-23_S601	No Dimers	901310
M7522F-23_S601	Amplicons	841604
M7522F-23_S601	OutputDada2	777053
M7522F-23_S601	OutputPostprocessing	771270
M7523B-24_S603	Input	469865
M7523B-24_S603	No Dimers	436208
M7523B-24_S603	Amplicons	406211
M7523B-24_S603	OutputDada2	376512
M7523B-24_S603	OutputPostprocessing	374108
M7524X-25_S604	Input	15203
M7524X-25_S604	No Dimers	14260
M7524X-25_S604	Amplicons	13302
M7524X-25_S604	OutputDada2	12177
M7524X-25_S604	OutputPostprocessing	12065
M7525Q-26_S605	Input	545600
M7525Q-26_S605	No Dimers	536959
M7525Q-26_S605	Amplicons	503603
M7525Q-26_S605	OutputDada2	465847
M7525Q-26_S605	OutputPostprocessing	463311
M7526K-27_S606	Input	366573
M7526K-27_S606	No Dimers	347332
M7526K-27_S606	Amplicons	324430
M7526K-27_S606	OutputDada2	299980
M7526K-27_S606	OutputPostprocessing	297239
M7527C-28_S607	Input	570311
M7527C-28_S607	No Dimers	552067
M7527C-28_S607	Amplicons	515820
M7527C-28_S607	OutputDada2	475995
M7527C-28_S607	OutputPostprocessing	472535
M7528P-29_S608	Input	250402
M7528P-29_S608	No Dimers	246044
M7528P-29_S608	Amplicons	231708
M7528P-29_S608	OutputDada2	213964
M7528P-29_S608	OutputPostprocessing	213756
M7529K-30_S609	Input	75673
M7529K-30_S609	No Dimers	69362
M7529K-30_S609	Amplicons	64753
M7529K-30_S609	OutputDada2	59827
M7529K-30_S609	OutputPostprocessing	59787
M7531M-32_S611	Input	271546
M7531M-32_S611	No Dimers	248162
M7531M-32_S611	Amplicons	229924
M7531M-32_S611	OutputDada2	211678
M7531M-32_S611	OutputPostprocessing	210348
M7532U-33_S612	Input	702254
M7532U-33_S612	No Dimers	700173
M7532U-33_S612	Amplicons	658448
M7532U-33_S612	OutputDada2	608505
M7532U-33_S612	OutputPostprocessing	608483
M7533J-34_S613	Input	989554
M7533J-34_S613	No Dimers	975244
M7533J-34_S613	Amplicons	914478
M7533J-34_S613	OutputDada2	844217
M7533J-34_S613	OutputPostprocessing	838890
M7534A-35_S615	Input	1707
M7534A-35_S615	No Dimers	141
M7534A-35_S615	Amplicons	10
M7534A-35_S615	OutputDada2	10
M7534A-35_S615	OutputPostprocessing	10
