SampleID	Stage	Reads
M7513H-14_S111_L001	No Dimers	null
M7513H-14_S111_L001	Amplicons	0
M7513H-14_S111_L001	OutputDada2	0
M7513H-14_S111_L001	OutputPostprocessing	0
M7514X-15_S112_L001	Input	6172
M7514X-15_S112_L001	No Dimers	5511
M7514X-15_S112_L001	Amplicons	5165
M7514X-15_S112_L001	OutputDada2	5129
M7514X-15_S112_L001	OutputPostprocessing	5104
M7515P-16_S113_L001	Input	11020
M7515P-16_S113_L001	No Dimers	9258
M7515P-16_S113_L001	Amplicons	8618
M7515P-16_S113_L001	OutputDada2	8484
M7515P-16_S113_L001	OutputPostprocessing	8436
M7516H-17_S114_L001	Input	22262
M7516H-17_S114_L001	No Dimers	21868
M7516H-17_S114_L001	Amplicons	20479
M7516H-17_S114_L001	OutputDada2	20204
M7516H-17_S114_L001	OutputPostprocessing	20054
M7517U-18_S115_L001	Input	30253
M7517U-18_S115_L001	No Dimers	29246
M7517U-18_S115_L001	Amplicons	27512
M7517U-18_S115_L001	OutputDada2	27389
M7517U-18_S115_L001	OutputPostprocessing	27226
M7518Y-19_S116_L001	Input	43260
M7518Y-19_S116_L001	No Dimers	40572
M7518Y-19_S116_L001	Amplicons	37711
M7518Y-19_S116_L001	OutputDada2	37251
M7518Y-19_S116_L001	OutputPostprocessing	37064
M7519L-20_S118_L001	Input	51490
M7519L-20_S118_L001	No Dimers	37270
M7519L-20_S118_L001	Amplicons	32708
M7519L-20_S118_L001	OutputDada2	32457
M7519L-20_S118_L001	OutputPostprocessing	32204
M7520B-21_S119_L001	Input	262879
M7520B-21_S119_L001	No Dimers	255056
M7520B-21_S119_L001	Amplicons	239389
M7520B-21_S119_L001	OutputDada2	237204
M7520B-21_S119_L001	OutputPostprocessing	236447
M7521P-22_S120_L001	Input	238498
M7521P-22_S120_L001	No Dimers	228414
M7521P-22_S120_L001	Amplicons	211881
M7521P-22_S120_L001	OutputDada2	210721
M7521P-22_S120_L001	OutputPostprocessing	210400
M7522F-23_S121_L001	Input	259168
M7522F-23_S121_L001	No Dimers	257555
M7522F-23_S121_L001	Amplicons	240607
M7522F-23_S121_L001	OutputDada2	238885
M7522F-23_S121_L001	OutputPostprocessing	237234
M7523B-24_S123_L001	Input	128833
M7523B-24_S123_L001	No Dimers	120287
M7523B-24_S123_L001	Amplicons	111861
M7523B-24_S123_L001	OutputDada2	111121
M7523B-24_S123_L001	OutputPostprocessing	110464
M7524X-25_S124_L001	Input	4399
M7524X-25_S124_L001	No Dimers	4127
M7524X-25_S124_L001	Amplicons	3886
M7524X-25_S124_L001	OutputDada2	3836
M7524X-25_S124_L001	OutputPostprocessing	3797
M7525Q-26_S125_L001	Input	146488
M7525Q-26_S125_L001	No Dimers	144110
M7525Q-26_S125_L001	Amplicons	134364
M7525Q-26_S125_L001	OutputDada2	133596
M7525Q-26_S125_L001	OutputPostprocessing	132932
M7526K-27_S126_L001	Input	100409
M7526K-27_S126_L001	No Dimers	95016
M7526K-27_S126_L001	Amplicons	88815
M7526K-27_S126_L001	OutputDada2	88288
M7526K-27_S126_L001	OutputPostprocessing	87687
M7527C-28_S127_L001	Input	160097
M7527C-28_S127_L001	No Dimers	155074
M7527C-28_S127_L001	Amplicons	144559
M7527C-28_S127_L001	OutputDada2	143045
M7527C-28_S127_L001	OutputPostprocessing	142113
M7528P-29_S128_L001	Input	69435
M7528P-29_S128_L001	No Dimers	68157
M7528P-29_S128_L001	Amplicons	64145
M7528P-29_S128_L001	OutputDada2	63361
M7528P-29_S128_L001	OutputPostprocessing	63305
M7529K-30_S129_L001	Input	20828
M7529K-30_S129_L001	No Dimers	19108
M7529K-30_S129_L001	Amplicons	17854
M7529K-30_S129_L001	OutputDada2	17735
M7529K-30_S129_L001	OutputPostprocessing	17728
M7531M-32_S131_L001	Input	79183
M7531M-32_S131_L001	No Dimers	71844
M7531M-32_S131_L001	Amplicons	66409
M7531M-32_S131_L001	OutputDada2	65815
M7531M-32_S131_L001	OutputPostprocessing	65528
M7532U-33_S132_L001	Input	214345
M7532U-33_S132_L001	No Dimers	213672
M7532U-33_S132_L001	Amplicons	200755
M7532U-33_S132_L001	OutputDada2	199442
M7532U-33_S132_L001	OutputPostprocessing	199436
M7533J-34_S133_L001	Input	287796
M7533J-34_S133_L001	No Dimers	283345
M7533J-34_S133_L001	Amplicons	264164
M7533J-34_S133_L001	OutputDada2	261431
M7533J-34_S133_L001	OutputPostprocessing	259976
M7534A-35_S135_L001	Input	440
M7534A-35_S135_L001	No Dimers	15
M7534A-35_S135_L001	Amplicons	5
M7534A-35_S135_L001	OutputDada2	5
M7534A-35_S135_L001	OutputPostprocessing	5
M7535M-36_S136_L001	Input	532749
M7535M-36_S136_L001	No Dimers	529604
M7535M-36_S136_L001	Amplicons	496853
M7535M-36_S136_L001	OutputDada2	492957
M7535M-36_S136_L001	OutputPostprocessing	491631
M7536Y-37_S137_L001	Input	3
M7536Y-37_S137_L001	No Dimers	2
M7536Y-37_S137_L001	Amplicons	1
M7536Y-37_S137_L001	OutputDada2	1
M7536Y-37_S137_L001	OutputPostprocessing	1
M7537X-38_S138_L001	Input	164772
M7537X-38_S138_L001	No Dimers	163031
M7537X-38_S138_L001	Amplicons	152476
M7537X-38_S138_L001	OutputDada2	151394
M7537X-38_S138_L001	OutputPostprocessing	151244
M7538B-39_S139_L001	Input	199
M7538B-39_S139_L001	No Dimers	22
M7538B-39_S139_L001	Amplicons	19
M7538B-39_S139_L001	OutputDada2	18
M7538B-39_S139_L001	OutputPostprocessing	17
M753OH-31_S130_L001	Input	220171
M753OH-31_S130_L001	No Dimers	217613
M753OH-31_S130_L001	Amplicons	203792
M753OH-31_S130_L001	OutputDada2	202606
M753OH-31_S130_L001	OutputPostprocessing	202209
M7540D-40_S140_L001	Input	228373
M7540D-40_S140_L001	No Dimers	221825
M7540D-40_S140_L001	Amplicons	206992
M7540D-40_S140_L001	OutputDada2	205257
M7540D-40_S140_L001	OutputPostprocessing	204200
M7541Q-41_S141_L001	Input	3792
M7541Q-41_S141_L001	No Dimers	468
M7541Q-41_S141_L001	Amplicons	360
M7541Q-41_S141_L001	OutputDada2	357
M7541Q-41_S141_L001	OutputPostprocessing	357
M7542J-42_S142_L001	Input	192225
M7542J-42_S142_L001	No Dimers	183153
M7542J-42_S142_L001	Amplicons	169224
M7542J-42_S142_L001	OutputDada2	168084
M7542J-42_S142_L001	OutputPostprocessing	166838
M7543M-43_S143_L001	Input	130454
M7543M-43_S143_L001	No Dimers	126584
M7543M-43_S143_L001	Amplicons	118031
M7543M-43_S143_L001	OutputDada2	117270
M7543M-43_S143_L001	OutputPostprocessing	117014
M7544T-44_S144_L001	Input	95216
M7544T-44_S144_L001	No Dimers	82684
M7544T-44_S144_L001	Amplicons	76555
M7544T-44_S144_L001	OutputDada2	76113
M7544T-44_S144_L001	OutputPostprocessing	75538
Negative-Control-1_S10_L001	Input	691
Negative-Control-1_S10_L001	No Dimers	25
Negative-Control-1_S10_L001	Amplicons	16
Negative-Control-1_S10_L001	OutputDada2	16
Negative-Control-1_S10_L001	OutputPostprocessing	16
Negative-Control-2_S23_L001	Input	842
Negative-Control-2_S23_L001	No Dimers	44
Negative-Control-2_S23_L001	Amplicons	30
Negative-Control-2_S23_L001	OutputDada2	30
Negative-Control-2_S23_L001	OutputPostprocessing	30
Negative-Control-3_S46_L001	Input	341
Negative-Control-3_S46_L001	No Dimers	44
Negative-Control-3_S46_L001	Amplicons	34
Negative-Control-3_S46_L001	OutputDada2	34
Negative-Control-3_S46_L001	OutputPostprocessing	34
Negative-Control-4_S52_L001	Input	332
Negative-Control-4_S52_L001	No Dimers	38
Negative-Control-4_S52_L001	Amplicons	29
Negative-Control-4_S52_L001	OutputDada2	28
Negative-Control-4_S52_L001	OutputPostprocessing	28
Negative-Control-5_S69_L001	Input	54
Negative-Control-5_S69_L001	No Dimers	0
Negative-Control-5_S69_L001	Amplicons	0
Negative-Control-5_S69_L001	OutputDada2	0
Negative-Control-5_S69_L001	OutputPostprocessing	0
Negative-Control-6_S87_L001	Input	551
Negative-Control-6_S87_L001	No Dimers	55
Negative-Control-6_S87_L001	Amplicons	41
Negative-Control-6_S87_L001	OutputDada2	34
Negative-Control-6_S87_L001	OutputPostprocessing	34
Negative-Control-7_S107_L001	Input	365
Negative-Control-7_S107_L001	No Dimers	94
Negative-Control-7_S107_L001	Amplicons	82
Negative-Control-7_S107_L001	OutputDada2	82
Negative-Control-7_S107_L001	OutputPostprocessing	82
Negative-Control-8_S134_L001	Input	654
Negative-Control-8_S134_L001	No Dimers	167
Negative-Control-8_S134_L001	Amplicons	141
Negative-Control-8_S134_L001	OutputDada2	140
Negative-Control-8_S134_L001	OutputPostprocessing	140
Positive-Control-8076959769-3_S117_L001	Input	73199
Positive-Control-8076959769-3_S117_L001	No Dimers	72817
Positive-Control-8076959769-3_S117_L001	Amplicons	67947
Positive-Control-8076959769-3_S117_L001	OutputDada2	67556
Positive-Control-8076959769-3_S117_L001	OutputPostprocessing	67208
Positive-Control-8076959769-4_S122_L001	Input	164710
Positive-Control-8076959769-4_S122_L001	No Dimers	162851
Positive-Control-8076959769-4_S122_L001	Amplicons	151676
Positive-Control-8076959769-4_S122_L001	OutputDada2	150875
Positive-Control-8076959769-4_S122_L001	OutputPostprocessing	150792
